Locale,Image,Titre,Classement des ventes: 30 days avg.,Classement des ventes: 90 days avg.,Classement des ventes: 180 days avg.,Revues: Évaluation,Reviews: Nombre de revu est,Amazon: Courant,Amazon: 30 days avg.,Amazon: 90 days avg.,Amazon: 180 days avg.,Amazon: Lowest,Amazon: Highest,Amazon: 90 days OOS,Nouveau: Courant,Nouveau: 30 days avg.,Nouveau: 90 days avg.,Nouveau: 180 days avg.,"Nouveau, Tierce Partie FBA: Courant","Nouveau, Tierce Partie FBA: 30 days avg.","Nouveau, Tierce Partie FBA: 90 days avg.","Nouveau, Tierce Partie FBA: 180 days avg.","Nouveau, Tierce Partie FBA: Lowest",FBA Pick&Pack Fee,"Nouveau, Tierce Partie FBM 🚚: Courant","Nouveau, Tierce Partie FBM 🚚: 30 days avg.","Nouveau, Tierce Partie FBM 🚚: 90 days avg.","Nouveau, Tierce Partie FBM 🚚: 180 days avg.",Nombre d'offre Neuf: Courant,Nombre d'offre Neuf: 90 days avg.,"Count of retrieved live offers: New, FBA","Count of retrieved live offers: New, FBM",Buy Box 🚚: Courant,Buy Box 🚚: 30 days avg.,Buy Box 🚚: 90 days avg.,Buy Box 🚚: 180 days avg.,Buy Box 🚚: Lowest,Buy Box 🚚: Highest,Buy Box Seller,Buy Box: Is FBA,Buy Box: Unqualified,URL: Amazon,URL: Keepa,Catégories: Root,Catégories: Sub,ASIN,Product Codes: EAN,Brand,Number of Items,Package: Length (cm),Package: Width (cm),Package: Height (cm),Package: Weight (g),Est HazMat
fr,https://m.media-amazon.com/images/I/41vBMnQjnOL.jpg,Pourquoi tout compliquer ? Bien manger est si simple !,67132,93343,90607,4.5,33,,€ 19.90,€ 19.90,€ 19.90,€ 19.90,€ 19.90,20 %,€ 19.90,€ 19.88,€ 19.89,€ 19.90,€ 21.99,€ 21.12,€ 21.12,€ 21.12,€ 20.92,€ 3.82,€ 25.69,€ 25.25,€ 25.20,€ 25.50,6,9,1,5,€ 21.99,€ 20.23,€ 19.98,€ 19.93,€ 19.20,€ 21.99,3rd Party (A1KMZ1Z9ARJW0H),yes,no,https://www.amazon.fr/dp/2365495192,https://keepa.com/#!product/4-2365495192,Livres,"Santé familiale, Diététique",2365495192,9782365495196,,1,21.9,16.1,1.4,430,
fr,https://m.media-amazon.com/images/I/51d2A71E7rL.jpg;https://m.media-amazon.com/images/I/41sv7x2slEL.jpg;https://m.media-amazon.com/images/I/41xpXJHy-8L.jpg;https://m.media-amazon.com/images/I/41rF9ce+Q6L.jpg;https://m.media-amazon.com/images/I/41+S6UrliAL.jpg;https://m.media-amazon.com/images/I/41O9eLPbzrL.jpg;https://m.media-amazon.com/images/I/41XstFRhE-L.jpg;https://m.media-amazon.com/images/I/41rYA4JaN+L.jpg,Ma Bulle Zen,86469,82121,88636,4.9,41,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 12.90,€ 14.90,0 %,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 3.82,€ 18.46,€ 20.14,€ 20.17,€ 20.18,8,6,2,6,€ 14.90,€ 14.90,€ 14.90,€ 14.90,€ 12.90,€ 14.90,Amazon,yes,no,https://www.amazon.fr/dp/2492847241,https://keepa.com/#!product/4-2492847241,Livres,"Développement personnel, Santé familiale, Sécurité",2492847241,9782492847240,,1,14.8,13.5,2.4,400,
fr,https://m.media-amazon.com/images/I/812eG9AiweL.jpg,"Animal Tatoo poche saison 1, Tome 04: La cité de glace",37242,38755,38720,4.7,402,€ 8.30,€ 8.30,€ 8.30,€ 8.30,€ 7.90,€ 8.30,0 %,€ 7.90,€ 7.90,€ 7.90,€ 7.90,,,,,,€ 3.84,€ 12.64,€ 12.64,€ 12.64,€ 12.20,10,11,1,8,€ 8.30,€ 8.30,€ 8.30,€ 8.30,€ 7.90,€ 8.30,Amazon,yes,no,https://www.amazon.fr/dp/2747083012,https://keepa.com/#!product/4-2747083012,Livres,"Littérature et fiction, Littérature et fiction",2747083012,9782747083010,Bayard Jeunesse,1,17.6,12.2,2.8,260,
fr,https://m.media-amazon.com/images/I/81V-leIkDeL.jpg,"Animal Tatoo poche saison 1, Tome 05: Trahisons",44767,42712,39958,4.8,370,€ 8.30,€ 8.30,€ 8.30,€ 8.30,€ 7.90,€ 8.30,0 %,€ 7.90,€ 7.90,€ 7.90,€ 7.90,,,,,,€ 3.21,€ 12.64,€ 12.64,€ 12.64,€ 12.32,11,11,1,9,€ 8.30,€ 8.30,€ 8.30,€ 8.30,€ 7.90,€ 12.89,Amazon,yes,no,https://www.amazon.fr/dp/2747083020,https://keepa.com/#!product/4-2747083020,Livres,"Littérature et fiction, Littérature et fiction",2747083020,9782747083027,Bayard Jeunesse,1,17.6,12.2,2.6,260,
fr,https://m.media-amazon.com/images/I/51j-vvj9VYL.jpg;https://m.media-amazon.com/images/I/51Gf6hhf2nL.jpg;https://m.media-amazon.com/images/I/51w3jQBVelL.jpg;https://m.media-amazon.com/images/I/41W2h1kUPsL.jpg;https://m.media-amazon.com/images/I/51y3lZjmqTL.jpg;https://m.media-amazon.com/images/I/51Ejva53kkL.jpg;https://m.media-amazon.com/images/I/51XymV0ccLL.jpg,ROAD TRIP NBA: DE BOSTON A LOS ANGELES VOYAGE AU COEUR DE LA CULTURE U.S.,74086,72874,53835,4.8,166,€ 34.95,€ 34.95,€ 34.95,€ 34.95,€ 34.95,€ 34.95,0 %,€ 21.50,€ 21.87,€ 27.79,€ 29.75,€ 21.90,€ 22.27,€ 27.86,€ 30.01,€ 15.50,€ 6.97,€ 24.50,€ 34.29,€ 36.09,€ 35.80,15,13,7,5,€ 21.90,€ 22.21,€ 27.91,€ 30.12,€ 15.50,€ 34.95,3rd Party (A3EP9AMB5FCUQW),yes,no,https://www.amazon.fr/dp/2757605143,https://keepa.com/#!product/4-2757605143,Livres,"Basketball, Jeux de ballon",2757605143,9782757605141,AMPHORA,1,30.4,25.5,2.9,1810,
fr,https://m.media-amazon.com/images/I/81HYRKVVv9L.jpg,"In Real Life, Tome 03: Réinitialisation",341877,330050,304595,4.7,28,,,,€ 17.90,€ 17.90,€ 17.90,100 %,€ 19.90,€ 19.90,€ 23.39,€ 25.00,€ 19.90,€ 19.90,€ 23.55,€ 25.36,€ 19.90,€ 5.92,€ 66.00,€ 66.00,€ 66.00,€ 66.00,5,3,4,1,€ 19.90,€ 19.90,€ 20.47,€ 20.15,€ 17.90,€ 21.99,3rd Party (A3GWE3DSXIU83X),yes,no,https://www.amazon.fr/dp/2408014026,https://keepa.com/#!product/4-2408014026,Livres,"Histoire alternative, Dystopique",2408014026,9782408014025,MILAN,1,32.6,23.4,4.6,620,
fr,https://m.media-amazon.com/images/I/31Vq+IpeY8L.jpg;https://m.media-amazon.com/images/I/31KvXN+aF-L.jpg;https://m.media-amazon.com/images/I/51wWwnR9SoL.jpg;https://m.media-amazon.com/images/I/51jMBKp1++L.jpg;https://m.media-amazon.com/images/I/51-ICJ5d8SL.jpg;https://m.media-amazon.com/images/I/41BPc6mvOjL.jpg;https://m.media-amazon.com/images/I/51fTxk-jTbL.jpg;https://m.media-amazon.com/images/I/51A7S8NkvhL.jpg,Se nourrir de son jardin - Une année au potager permaculture: Une année au potager permaculturel,71475,71624,53114,4.5,19,€ 16.90,€ 16.90,€ 16.90,€ 16.90,€ 16.90,€ 16.90,0 %,€ 16.50,€ 16.54,€ 16.68,€ 16.79,€ 16.50,€ 16.32,€ 16.51,€ 16.70,€ 15.99,€ 3.82,€ 19.60,€ 19.94,€ 20.91,€ 21.17,14,11,2,10,€ 16.50,€ 16.61,€ 16.71,€ 16.80,€ 15.99,€ 23.42,3rd Party (A1KMZ1Z9ARJW0H),yes,no,https://www.amazon.fr/dp/2379222266,https://keepa.com/#!product/4-2379222266,Livres,"Herbiers, Fruits et vergers, Potagers, Nature",2379222266,9782379222269,,1,19.4,14.5,2.3,340,
fr,https://m.media-amazon.com/images/I/418HgvLC5LL.jpg;https://m.media-amazon.com/images/I/51op5SwqcwL.jpg,Méthode de musculation au féminin: 80 exercices sans matériel,79226,89410,103688,4.3,700,,,,,€ 20.42,€ 23.50,100 %,€ 19.85,€ 19.85,€ 19.87,€ 19.81,€ 26.50,€ 26.50,€ 25.93,€ 25.36,€ 22.90,€ 4.45,,€ 31.49,€ 61.83,€ 32.67,6,4,1,0,€ 26.50,€ 26.50,€ 25.96,€ 25.81,€ 18.98,€ 35.09,3rd Party (AS3OQ8S6J9JQN),yes,no,https://www.amazon.fr/dp/2851806874,https://keepa.com/#!product/4-2851806874,Livres,"Santé familiale, Enseignement du sport, Culturisme et haltérophilie",2851806874,9782851806871,AMPHORA,1,25.8,19.8,2,640,
fr,https://m.media-amazon.com/images/I/816Bj9k9YAL.jpg,"Chair de poule , Tome 01: La malédiction de la momie",27605,40622,32623,4.7,772,,,,€ 6.20,€ 4.94,€ 6.20,100 %,€ 5.90,€ 5.97,€ 5.88,€ 5.34,€ 7.43,€ 7.55,€ 7.81,€ 7.81,€ 7.43,€ 2.73,,€ 16.19,€ 10.78,€ 12.07,16,13,5,0,€ 7.43,€ 7.55,€ 7.90,€ 7.31,€ 5.90,€ 15.89,3rd Party (A3KY5NHELS3MKG),yes,no,https://www.amazon.fr/dp/2747032930,https://keepa.com/#!product/4-2747032930,Livres,"Littérature et fiction, Peur et frissons, Thrillers, Fantastique et Terreur",2747032930,9782747032933,Bayard Jeunesse,1,17.7,12.4,1.9,140,
fr,https://m.media-amazon.com/images/I/916DhcvMQ8L.jpg;https://m.media-amazon.com/images/I/A1QpMIwdz-L.jpg;https://m.media-amazon.com/images/I/91-c07xvfIL.jpg;https://m.media-amazon.com/images/I/91MHN-QfJ-L.jpg;https://m.media-amazon.com/images/I/91gboHhXryL.jpg;https://m.media-amazon.com/images/I/91KDbpiRLkL.jpg;https://m.media-amazon.com/images/I/91GojAAGvZL.jpg,Le livre d'Or de la Coupe du monde 2018,125663,122059,116021,4.6,206,,,,,€ 14.90,€ 19.90,100 %,€ 11.50,€ 10.50,€ 10.51,€ 11.46,€ 11.50,€ 10.49,€ 10.49,€ 11.69,€ 9.90,€ 3.84,€ 41.90,€ 41.90,€ 41.90,€ 41.90,3,5,2,1,€ 11.50,€ 10.50,€ 10.52,€ 11.56,€ 9.70,€ 19.90,3rd Party (A1TQVCA6RUOL01),yes,no,https://www.amazon.fr/dp/2263157409,https://keepa.com/#!product/4-2263157409,Livres,"Football, Jeux de ballon",2263157409,9782263157400,Solar,1,29,22.5,1.6,880,
fr,https://m.media-amazon.com/images/I/81SauGP9WaL.jpg,"Maîtres des dragons, Tome 03: Le mystère du dragon d'eau",58970,47651,41773,4.9,159,€ 6.20,€ 6.20,€ 6.20,€ 6.20,€ 5.90,€ 6.20,0 %,€ 5.90,€ 5.90,€ 4.49,€ 4.49,,,,,,€ 2.73,€ 11.18,€ 11.18,€ 8.41,€ 8.60,9,10,1,7,€ 6.20,€ 6.20,€ 6.20,€ 6.20,€ 5.90,€ 6.20,Amazon,yes,no,https://www.amazon.fr/dp/2747067572,https://keepa.com/#!product/4-2747067572,Livres,"Littérature et fiction, Littérature et fiction",2747067572,9782747067577,Bayard Jeunesse,1,17.6,12.2,1.2,100,
fr,https://m.media-amazon.com/images/I/51KW9+RfaOL.jpg;https://m.media-amazon.com/images/I/41zfw7LPHxL.jpg;https://m.media-amazon.com/images/I/414I+SlReEL.jpg;https://m.media-amazon.com/images/I/51eobAavLuL.jpg;https://m.media-amazon.com/images/I/41QuE9y9H-L.jpg,La Science à l'épreuve des mauvaises langues: 10 idées reçues décryptées pour bien comprendre la démarche scientifique,155467,204905,185373,5,3,€ 22.90,€ 22.90,€ 22.90,€ 22.90,€ 22.90,€ 22.90,0 %,€ 22.90,€ 22.90,€ 22.90,€ 22.90,,,,,,€ 4.45,€ 28.39,€ 28.02,€ 27.93,€ 28.72,6,6,1,4,€ 22.90,€ 22.90,€ 22.90,€ 22.90,€ 22.90,€ 22.90,Amazon,yes,no,https://www.amazon.fr/dp/2603029916,https://keepa.com/#!product/4-2603029916,Livres,"Philosophie, Histoire des sciences, Livres pour enfants, Personnages scientifiques, Sciences pour tous, Adolescents",2603029916,9782603029916,,1,22.5,17,2.1,580,
fr,https://m.media-amazon.com/images/I/71xucSqkloL.jpg;https://m.media-amazon.com/images/I/81YY6NgsDsL.jpg;https://m.media-amazon.com/images/I/81u+zYO9QEL.jpg;https://m.media-amazon.com/images/I/81t8YPDvVhL.jpg;https://m.media-amazon.com/images/I/81uf7JjjkAL.jpg;https://m.media-amazon.com/images/I/81KiyNSPiGL.jpg;https://m.media-amazon.com/images/I/81-W-s+KzQL.jpg,Mon balcon nourricier en permaculture - Des récoltes abondantes sur 4 m2,36389,48633,63813,4.5,109,€ 14.95,€ 14.95,€ 14.95,€ 14.95,€ 14.95,€ 14.95,0 %,€ 14.95,€ 14.61,€ 12.86,€ 13.36,,,,€ 14.50,€ 14.50,€ 3.82,€ 17.95,€ 17.28,€ 15.92,€ 15.94,10,11,1,7,€ 14.95,€ 14.95,€ 14.95,€ 14.95,€ 14.50,€ 19.45,Amazon,yes,no,https://www.amazon.fr/dp/2379221413,https://keepa.com/#!product/4-2379221413,Livres,"Herbiers, Fruits et vergers, Potagers, Art des jardins",2379221413,9782379221415,Ulmer,1,21,15.7,1.4,400,
fr,https://m.media-amazon.com/images/I/41jyNLkdt4L.jpg;https://m.media-amazon.com/images/I/413dSnAO72L.jpg;https://m.media-amazon.com/images/I/41O1S6OhyoL.jpg;https://m.media-amazon.com/images/I/51s9YjOa-NL.jpg;https://m.media-amazon.com/images/I/513NMEdD9+L.jpg,"Sauvons le pain - Boulangers, citoyens, amorçons la révolution nutritionnelle du pain",95720,77057,79970,4.5,28,€ 18.90,€ 18.90,€ 18.90,€ 18.90,€ 14.90,€ 18.90,0 %,€ 18.90,€ 18.90,€ 18.90,€ 18.90,,,,,,€ 3.82,€ 24.69,€ 24.42,€ 24.26,€ 24.12,3,5,1,2,€ 18.90,€ 18.90,€ 18.90,€ 18.90,€ 14.90,€ 18.90,Amazon,yes,no,https://www.amazon.fr/dp/2365495575,https://keepa.com/#!product/4-2365495575,Livres,"Santé familiale, Agriculture - Agroalimentaire, Écologie, Écologie, Énergie, Loisirs créatifs, décoration et passions, Nature, Enquêtes, Diététique",2365495575,9782365495578,,1,20.9,14,1.7,290,
fr,https://m.media-amazon.com/images/I/51BWOqvKGML.jpg,"Bento, gamelle et lunch-box",291394,264332,378426,4,1,€ 12.00,€ 12.00,€ 12.00,€ 12.00,€ 12.00,€ 12.00,0 %,€ 12.00,€ 12.00,€ 12.00,€ 12.00,,,,,,€ 3.21,€ 15.57,€ 19.42,€ 17.65,€ 16.32,8,8,1,6,€ 12.00,€ 12.00,€ 12.00,€ 12.07,€ 12.00,€ 14.98,Amazon,yes,no,https://www.amazon.fr/dp/281601925X,https://keepa.com/#!product/4-281601925X,Livres,"Cuisine rapide, Loisirs créatifs, décoration et passions",281601925X,9782816019254,ARTEMIS,1,23,17,1.2,330,
fr,https://m.media-amazon.com/images/I/8115zkFJecL.jpg,"L'Épouvanteur poche, Tome 04: Le combat de l'épouvanteur",17618,17542,17821,4.8,713,€ 8.30,€ 8.30,€ 8.30,€ 8.30,€ 7.90,€ 8.30,0 %,€ 7.50,€ 7.50,€ 7.50,€ 7.28,,,,,€ 7.85,€ 3.84,€ 12.49,€ 12.49,€ 12.49,€ 12.00,12,13,1,9,€ 8.30,€ 8.30,€ 8.30,€ 8.30,€ 7.90,€ 13.40,Amazon,yes,no,https://www.amazon.fr/dp/2747083845,https://keepa.com/#!product/4-2747083845,Livres,"Heroic fantasy, Dystopique",2747083845,9782747083843,Bayard Jeunesse,1,17.8,12.4,3.2,320,
fr,https://m.media-amazon.com/images/I/71FUdNuU3gL.jpg,"Le manoir saison 1, Tome 04: Nic et le pacte des démons",81311,68679,51762,4.6,288,€ 8.30,€ 8.30,€ 8.30,€ 8.30,€ 7.90,€ 8.30,0 %,€ 7.90,€ 7.90,€ 7.90,€ 7.90,,,,,€ 7.90,€ 4.18,€ 12.29,€ 12.29,€ 14.03,€ 13.65,13,13,1,11,€ 8.30,€ 8.30,€ 8.30,€ 8.30,€ 7.90,€ 13.40,Amazon,yes,no,https://www.amazon.fr/dp/2747088332,https://keepa.com/#!product/4-2747088332,Livres,Littérature et fiction,2747088332,9782747088336,Bayard Jeunesse,1,17.6,12.4,4.6,320,
fr,https://m.media-amazon.com/images/I/51xNH7N+YAL.jpg;https://m.media-amazon.com/images/I/61QJAeUTRFS.jpg;https://m.media-amazon.com/images/I/51oRu8QJaYS.jpg,Le Flamant rose: Les Sciences naturelles de Tatsu Nagata,144525,365475,346890,5,1,€ 9.90,€ 9.90,€ 9.90,€ 9.90,€ 9.90,€ 9.90,0 %,€ 9.90,€ 9.90,€ 9.90,€ 9.90,,,,,,€ 4.57,€ 13.77,€ 13.49,€ 13.48,€ 14.48,9,9,1,7,€ 9.90,€ 10.29,€ 10.03,€ 9.97,€ 9.90,€ 13.48,Amazon,yes,no,https://www.amazon.fr/dp/B08WJRV72N,https://keepa.com/#!product/4-B08WJRV72N,Livres,"Insectes et araignées, Environnement et écologie, Fleurs et plantes",B08WJRV72N,9791023515695,,1,27.7,23.8,0.9,290,
fr,https://m.media-amazon.com/images/I/61Bqlli5YxL.jpg,Le Bon Choix au supermarché - Nouvelle édition,57459,54394,58227,4.6,96,€ 15.80,€ 15.80,€ 15.80,€ 15.80,€ 15.80,€ 15.80,0 %,€ 15.80,€ 15.80,€ 15.80,€ 15.68,,,€ 15.80,€ 15.49,€ 14.90,€ 3.82,€ 21.59,€ 21.10,€ 21.09,€ 20.10,9,10,1,6,€ 15.80,€ 15.80,€ 15.80,€ 15.70,€ 14.90,€ 15.80,Amazon,yes,no,https://www.amazon.fr/dp/2365494811,https://keepa.com/#!product/4-2365494811,Livres,"Santé familiale, Diététique",2365494811,9782365494816,,1,15.7,15.7,1.6,430,
fr,https://m.media-amazon.com/images/I/619OMz6ZVaL.jpg,Le Bon choix pour cuisiner - 101 recettes avec les meilleurs produits du supermarché,140931,151491,161630,4.2,16,,€ 13.90,€ 13.90,€ 13.90,€ 13.90,€ 13.90,12 %,€ 12.50,€ 12.50,€ 12.73,€ 13.24,€ 14.90,€ 14.10,€ 14.22,€ 14.06,€ 13.90,€ 3.82,€ 17.49,€ 17.49,€ 18.07,€ 17.79,9,12,1,6,€ 14.90,€ 14.14,€ 13.98,€ 13.88,€ 13.18,€ 14.90,3rd Party (A34T5RKKJFRR0B),yes,no,https://www.amazon.fr/dp/2365495079,https://keepa.com/#!product/4-2365495079,Livres,"Aliments complets, Loisirs créatifs, décoration et passions",2365495079,9782365495073,,1,15.6,15.6,1.2,370,
fr,https://m.media-amazon.com/images/I/71ZJWh1KObL.jpg,"Max fou de foot, Tome 01: Le club de l'étoile",13410,15569,14066,4.7,194,€ 6.20,€ 6.20,€ 6.20,€ 6.20,€ 5.90,€ 6.20,0 %,€ 5.90,€ 5.90,€ 5.90,€ 5.90,,,,,,€ 2.09,€ 10.38,€ 10.38,€ 10.52,€ 10.13,10,9,1,7,€ 6.20,€ 6.20,€ 6.20,€ 6.20,€ 5.90,€ 6.20,Amazon,yes,no,https://www.amazon.fr/dp/2747094847,https://keepa.com/#!product/4-2747094847,Livres,Littérature et fiction,2747094847,9782747094849,Bayard Jeunesse,1,18.6,14,1,60,
fr,https://m.media-amazon.com/images/I/81WsW1S0XXL.jpg;https://m.media-amazon.com/images/I/611Vq1cnMRL.jpg;https://m.media-amazon.com/images/I/61O7GNp6OwL.jpg;https://m.media-amazon.com/images/I/71Yt-nW1u5L.jpg;https://m.media-amazon.com/images/I/71ji9HDU23L.jpg;https://m.media-amazon.com/images/I/71gKe7UhMFL.jpg;https://m.media-amazon.com/images/I/7156IAmCfUL.jpg,Gus illusionniste: 30 tours et manipulations,122245,99471,86620,4,77,€ 13.90,€ 13.90,€ 13.90,€ 13.90,€ 13.90,€ 13.90,0 %,€ 8.91,€ 8.91,€ 9.61,€ 11.75,,,,,,€ 3.82,€ 19.69,€ 19.20,€ 19.19,€ 19.30,8,8,1,5,€ 13.90,€ 13.90,€ 13.90,€ 13.90,€ 13.90,€ 13.90,Amazon,yes,no,https://www.amazon.fr/dp/2732499633,https://keepa.com/#!product/4-2732499633,Livres,"Magie et illusion, Sports",2732499633,9782732499635,,1,24,17.2,1.3,350,
fr,https://m.media-amazon.com/images/I/51gVJ4Va3eL.jpg;https://m.media-amazon.com/images/I/41B8X5dS8QL.jpg;https://m.media-amazon.com/images/I/41r2RjQCtKL.jpg;https://m.media-amazon.com/images/I/51BiBtraiyL.jpg,Ma clé du bonheur,135125,169618,171447,4.5,135,€ 18.95,€ 18.95,€ 18.95,€ 18.95,€ 18.95,€ 18.95,0 %,€ 17.99,€ 17.99,€ 16.62,€ 15.80,€ 17.99,€ 16.67,€ 16.19,€ 15.60,€ 11.00,€ 3.82,€ 21.92,€ 22.67,€ 22.81,€ 22.45,9,10,2,7,€ 17.99,€ 18.13,€ 16.71,€ 15.85,€ 11.00,€ 26.00,3rd Party (A1KMZ1Z9ARJW0H),yes,no,https://www.amazon.fr/dp/2412038716,https://keepa.com/#!product/4-2412038716,Livres,"Réussite personnelle, Santé familiale, Sécurité",2412038716,9782412038710,First,1,22.3,17,1.4,440,
fr,https://m.media-amazon.com/images/I/81A-7cuo0IL.jpg,Sculptures nature: Mes premières créations en bois,167437,160580,171176,3.5,3,€ 19.95,€ 19.95,€ 19.95,€ 19.95,€ 19.95,€ 19.95,0 %,€ 7.50,€ 8.55,€ 11.07,€ 12.87,€ 12.00,€ 17.77,€ 18.92,€ 19.28,€ 12.00,€ 4.45,€ 12.49,€ 16.31,€ 17.15,€ 21.59,7,5,4,3,€ 12.00,€ 13.71,€ 16.15,€ 17.17,€ 12.00,€ 19.95,3rd Party (AS3OQ8S6J9JQN),yes,no,https://www.amazon.fr/dp/2351912322,https://keepa.com/#!product/4-2351912322,Livres,"Livres d'activités, Jeux",2351912322,9782351912324,GERFAUT (DU),1,25.7,21.6,1.8,660,
fr,https://m.media-amazon.com/images/I/51ZqTEP1ZjL.jpg;https://m.media-amazon.com/images/I/51ZD251bAWL.jpg;https://m.media-amazon.com/images/I/51i-nTX-znL.jpg;https://m.media-amazon.com/images/I/517RxaI1hNL.jpg;https://m.media-amazon.com/images/I/5184gxiPL8L.jpg;https://m.media-amazon.com/images/I/51JduaBfvzL.jpg;https://m.media-amazon.com/images/I/51Wx+BaoOTL.jpg;https://m.media-amazon.com/images/I/51ijNN8UU5L.jpg;https://m.media-amazon.com/images/I/510bffZEjBL.jpg;https://m.media-amazon.com/images/I/51LKgOI8C3L.jpg,Une année au jardin avec un dingue de plantes - Idées et solutions inspirées de la nature,160409,159302,139364,4,9,€ 30.00,€ 30.00,€ 30.00,€ 30.00,€ 30.00,€ 30.00,0 %,€ 30.00,€ 30.00,€ 30.00,€ 30.00,,,,,,€ 6.16,€ 33.00,€ 33.00,€ 33.00,€ 33.00,9,9,1,7,€ 30.00,€ 30.00,€ 30.00,€ 30.00,€ 30.00,€ 30.00,Amazon,yes,no,https://www.amazon.fr/dp/2379222703,https://keepa.com/#!product/4-2379222703,Livres,"Sciences de la vie, Encyclopédies générales, Herbiers, Ouvrages de référence, Nature",2379222703,9782379222702,,1,25,19.4,2.7,1310,
fr,https://m.media-amazon.com/images/I/81bwWyIKGYL.jpg,"Animal Tatoo saison 1, Tome 03: Prisonniers",40023,52063,50755,4.7,467,€ 13.90,€ 13.90,€ 13.90,€ 13.90,€ 12.50,€ 13.90,0 %,€ 13.90,€ 13.90,€ 13.90,€ 13.74,,,,,€ 13.80,€ 4.45,€ 17.89,€ 17.91,€ 17.91,€ 17.40,11,9,1,9,€ 13.90,€ 13.90,€ 13.90,€ 13.90,€ 11.90,€ 18.40,Amazon,yes,no,https://www.amazon.fr/dp/2747051188,https://keepa.com/#!product/4-2747051188,Livres,"Littérature et fiction, Littérature et fiction",2747051188,9782747051187,Bayard Jeunesse,1,19.8,13.6,2.4,500,
fr,https://m.media-amazon.com/images/I/61Db4rDC7tL.jpg;https://m.media-amazon.com/images/I/518QxhU03sL.jpg;https://m.media-amazon.com/images/I/61wb+tMx3JL.jpg;https://m.media-amazon.com/images/I/61Jyr3pVCaL.jpg;https://m.media-amazon.com/images/I/61k6TXPaepL.jpg,Guide de survie en temps incertains,49423,54818,53399,4.5,111,€ 18.00,€ 18.00,€ 18.00,€ 18.00,€ 18.00,€ 18.00,0 %,€ 18.00,€ 18.00,€ 18.00,€ 18.00,,,,,€ 18.00,€ 4.45,€ 21.29,€ 21.29,€ 22.19,€ 22.52,15,15,1,8,€ 18.00,€ 18.00,€ 18.00,€ 18.00,€ 18.00,€ 22.99,Amazon,yes,no,https://www.amazon.fr/dp/2813224596,https://keepa.com/#!product/4-2813224596,Livres,"Ésotérisme et Paranormal, Santé familiale, Psychologie et psychanalyse, Acupuncture, Massages",2813224596,9782813224590,,1,22,15.4,2.3,500,
fr,https://m.media-amazon.com/images/I/71SANqRTCzL.jpg,Corps d'élite: Missions et secrets d'entraînement,231068,298474,300482,4.4,20,€ 24.95,€ 24.95,€ 24.95,€ 24.95,€ 24.95,€ 24.95,0 %,€ 24.95,€ 22.86,€ 22.19,€ 21.46,,€ 21.95,€ 21.95,€ 21.95,€ 21.95,€ 4.45,€ 27.95,€ 28.00,€ 32.90,€ 28.35,9,10,1,7,€ 24.95,€ 22.85,€ 22.25,€ 23.35,€ 21.95,€ 24.95,Amazon,yes,no,https://www.amazon.fr/dp/2757604805,https://keepa.com/#!product/4-2757604805,Livres,"Voyages thématiques, Survie en pleine nature, Nature",2757604805,9782757604809,AMPHORA,1,21.8,14,2.3,640,
fr,https://m.media-amazon.com/images/I/71FAmXZ39sL.jpg,NBA love story: Confessions des plus grandes stars,226195,210018,164953,4.3,40,€ 24.95,€ 24.95,€ 24.95,€ 24.95,€ 24.95,€ 25.00,0 %,€ 17.90,€ 17.90,€ 17.90,€ 17.60,€ 24.95,,€ 24.95,€ 24.50,€ 22.70,€ 4.45,€ 22.89,€ 22.89,€ 22.89,€ 23.33,7,8,1,4,€ 22.89,€ 22.89,€ 22.89,€ 23.03,€ 21.20,€ 24.95,3rd Party (A1TCMC49OOH07Y),no,no,https://www.amazon.fr/dp/2757604309,https://keepa.com/#!product/4-2757604309,Livres,"Basketball, Jeux de ballon, Basket-ball",2757604309,9782757604304,AMPHORA,1,21.8,14.3,4.1,690,
fr,https://m.media-amazon.com/images/I/414kMcw5TCL.jpg;https://m.media-amazon.com/images/I/41XI5fnaBKL.jpg;https://m.media-amazon.com/images/I/412uxuidUYL.jpg,Les dernières paroles au seuil de la mort,343315,299977,364982,4.5,5,€ 17.90,€ 17.90,€ 17.90,€ 17.90,€ 17.90,€ 18.00,0 %,€ 17.20,€ 17.79,€ 17.82,€ 17.84,€ 17.20,€ 17.20,€ 17.20,€ 17.20,€ 17.20,€ 3.82,€ 20.81,€ 20.81,€ 20.81,€ 21.25,11,8,2,7,€ 17.20,€ 17.88,€ 17.89,€ 18.19,€ 17.20,€ 21.40,3rd Party (A1KMZ1Z9ARJW0H),yes,no,https://www.amazon.fr/dp/2813225835,https://keepa.com/#!product/4-2813225835,Livres,"Anges et angéologie, Canalisation, Déesses, Spiritualism, Vampires, fantômes, fées et autres créatures",2813225835,9782813225832,,1,21.8,15.2,2.2,350,
